question_id,subject,chapter,topic,question,options,correct_option,answer,explanation,question_type,paper_id
AZI26JLdbb4NGYwieCd4T,maths,definite-integration,properties-of-definite-integration,The value of $$\int\limits_0^{\pi /2} {{{{{\sin }^3}x} \over {\sin x + \cos x}}dx} $$ is,"[{""identifier"": ""A"", ""content"": ""$${{\\pi  - 2} \\over 8}$$""}, {""identifier"": ""B"", ""content"": ""$${{\\pi  - 2} \\over 4}$$""}, {""identifier"": ""C"", ""content"": ""$${{\\pi  - 1} \\over 2}$$""}, {""identifier"": ""D"", ""content"": ""$${{\\pi  - 1} \\over 4}$$""}]","[""D""]",,"I = $$\int\limits_0^{\pi /2} {{{{{\sin }^3}x} \over {\sin x + \cos x}}dx} $$ .....(1)
<br><br>$$ \Rightarrow $$ I = $$\int\limits_0^{{\pi  \over 2}} {{{{{\cos }^3}x} \over {\sin x + \cos x}}} dx$$ ......(2)
<br><br>Adding those two
<br><br>2I = $$\int\limits_0^{{\pi  \over 2}} {{{si{n^3}x + {{\cos }^3}x} \over {\sin x + \cos x}}} dx$$
<br><br>= $$\int\limits_0^{{\pi  \over 2}} {{{\left( {\sin x + \cos x} \right)\left( {si{n^2}x + {{\cos }^2}x - \sin x\cos x} \right)} \over {\sin x + \cos x}}} dx$$
<br><br>= $$\int\limits_0^{{\pi  \over 2}} {\left( {si{n^2}x + {{\cos }^2}x - \sin x\cos x} \right)} dx$$
<br><br>= $$\int\limits_0^{{\pi  \over 2}} {\left( {1 - {{\sin 2x} \over 2}} \right)} dx$$
<br><br>= $$\left[ {x + {{\cos 2x} \over 4}} \right]_0^{{\pi  \over 2}}$$
<br><br>= $$\left( {{\pi  \over 2} - {1 \over 4}} \right) - \left( {{1 \over 4}} \right)$$
<br><br>$$ \therefore $$ 2I = $$\left( {{\pi  \over 2} - {1 \over 2}} \right)$$
<br><br>$$ \therefore $$ I = $${{\pi  - 1} \over 4}$$",mcq,jee-main-2019-online-9th-april-morning-slot
6w5HWVsQQcJWqT6LDMHjl,maths,definite-integration,properties-of-definite-integration,"If $$f(x) = {{2 - x\cos x} \over {2 + x\cos x}}$$ and g(x) = log<sub>e</sub>x, (x &gt; 0) then
the value of integral<br/><br/> $$\int\limits_{ - {\pi  \over 4}}^{{\pi  \over 4}} {g\left( {f\left( x \right)} \right)dx{\rm{ }}} $$ is","[{""identifier"": ""A"", ""content"": ""log<sub>e</sub>3""}, {""identifier"": ""B"", ""content"": ""log<sub>e</sub>2""}, {""identifier"": ""C"", ""content"": ""log<sub>e</sub>1""}, {""identifier"": ""D"", ""content"": ""log<sub>e</sub>e""}]","[""C""]",,"$$g\left( {f\left( x \right)} \right)$$ = $$\ln \left( {f\left( x \right)} \right)$$ = $$\ln \left( {{{2 - x\cos x} \over {2 + x\cos x}}} \right)$$
<br><br>$$ \therefore $$ I = $$\int\limits_{ - {\pi  \over 4}}^{{\pi  \over 4}} {\ln \left( {{{2 - x\cos x} \over {2 + x\cos x}}} \right)dx} $$
<br><br>( Using property $$\int\limits_{ - a}^a {f\left( x \right)} dx = \int\limits_0^a {\left( {f\left( x \right) + f\left( { - x} \right)} \right)} dx$$ )
<br><br> I = $$\int\limits_0^{{\pi  \over 4}} {\left( {\ln \left( {{{2 - x\cos x} \over {2 + x\cos x}}} \right) + \ln \left( {{{2 + x\cos x} \over {2 - x\cos x}}} \right)} \right)dx} $$
<br><br>= $$\int\limits_0^{{\pi  \over 4}} {\left( {\ln \left( 1 \right)} \right)dx} $$
<br><br>= 0 = log<sub>e</sub>1",mcq,jee-main-2019-online-8th-april-morning-slot
WJSwZSmnDltFY0gKeEQW0,maths,definite-integration,properties-of-definite-integration,"Let f and g be continuous functions on [0, a] such that f(x) = f(a – x) and g(x) + g(a – x) = 4, then $$\int\limits_0^a \, $$f(x) g(x) dx is equal to : ","[{""identifier"": ""A"", ""content"": ""4$$\\int\\limits_0^a \\, $$f(x)dx""}, {""identifier"": ""B"", ""content"": ""$$-$$ 3$$\\int\\limits_0^a \\, $$f(x)dx""}, {""identifier"": ""C"", ""content"": ""$$\\int\\limits_0^a \\, $$f(x)dx""}, {""identifier"": ""D"", ""content"": ""2$$\\int\\limits_0^a \\, $$f(x)dx""}]","[""D""]",,"$${\rm I} = \int_0^a {f\left( x \right)g\left( x \right)dx} $$
<br><br>$${\rm I} = \int_0^a {f\left( {a - x} \right)g\left( {a - x} \right)dx} $$
<br><br>$${\rm I} = \int_0^a {f\left( x \right)\left( {4 - g\left( x \right.} \right)dx} $$
<br><br>$${\rm I} = 4\int_0^a {f\left( x \right)dx - {\rm I}} $$
<br><br>$$ \Rightarrow {\rm I} = 2\int_0^a {f\left( x \right)dx} $$",mcq,jee-main-2019-online-12th-january-morning-slot
vnub8GmPI1I4MyT3bDdFj,maths,definite-integration,properties-of-definite-integration,The integral  $$\int\limits_{\pi /6}^{\pi /4} {{{dx} \over {\sin 2x\left( {{{\tan }^5}x + {{\cot }^5}x} \right)}}} $$  equals : ,"[{""identifier"": ""A"", ""content"": ""$${\\pi  \\over {40}}$$""}, {""identifier"": ""B"", ""content"": ""$${1 \\over {20}}{\\tan ^{ - 1}}\\left( {{1 \\over {9\\sqrt 3 }}} \\right)$$""}, {""identifier"": ""C"", ""content"": ""$${1 \\over {10}}\\left( {{\\pi  \\over 4} - {{\\tan }^{ - 1}}\\left( {{1 \\over {9\\sqrt 3 }}} \\right)} \\right)$$""}, {""identifier"": ""D"", ""content"": ""$${1 \\over 5}\\left( {{\\pi  \\over 4}{{-\\tan }^{ - 1}}\\left( {{1 \\over {3\\sqrt 3 }}} \\right)} \\right)$$""}]","[""C""]",,"I $$=$$ $$\int\limits_{\pi /6}^{\pi /4} {{{dx} \over {\sin 2x\left( {{{\tan }^5}x + {{\cot }^5}x} \right)}}} $$
<br><br>$${\rm I} = {1 \over 2}\int\limits_{\pi /6}^{\pi /4} {{{{{\tan }^4}x{{\sec }^2}xdx} \over {\left( {1 + {{\tan }^{10}}x} \right)}}} $$ &nbsp;&nbsp;Put&nbsp;tan<sup>5</sup>x $$=$$ t
<br><br>$${\rm I} = {1 \over {10}}\int\limits_{{{\left( {{1 \over {\sqrt 3 }}} \right)}^5}}^1 {{{dt} \over {1 + {t^2}}}}  = {1 \over {10}}\left( {{\pi  \over 4} - {{\tan }^{ - 1}}{1 \over {9\sqrt 3 }}} \right)$$",mcq,jee-main-2019-online-11th-january-evening-slot
cSvyruRIVbuUj4gZhH0nC,maths,definite-integration,properties-of-definite-integration,"The value of the integral $$\int\limits_{ - 2}^2 {{{{{\sin }^2}x} \over { \left[ {{x \over \pi }} \right] + {1 \over 2}}}} \,dx$$ (where  [x] denotes the greatest integer less than or equal to x) is ","[{""identifier"": ""A"", ""content"": ""0""}, {""identifier"": ""B"", ""content"": ""4""}, {""identifier"": ""C"", ""content"": ""4$$-$$ sin 4""}, {""identifier"": ""D"", ""content"": ""sin 4""}]","[""A""]",,"I $$=$$ $$\int\limits_{ - 2}^2 {{{{{\sin }^2}x} \over { \left[ {{x \over \pi }} \right] + {1 \over 2}}}} \,dx$$
<br><br>$${\rm I} = \int\limits_0^2 {\left( {{{{{\sin }^2}x} \over {\left[ {{x \over \pi }} \right] + {1 \over 2}}} + {{{{\sin }^2}\left( { - x} \right)} \over {\left[ { - {x \over \pi }} \right] + {1 \over 2}}}} \right)dx} $$
<br><br>$$\left( {\left[ {{x \over \pi }} \right] + \left[ { - {x \over \pi }} \right] =  - 1\,\,} \right.$$&nbsp;&nbsp;&nbsp;as&nbsp;&nbsp;&nbsp;$$\left. {\matrix{
   \,  \cr 
   \,  \cr 

 } x \ne n\pi } \right)$$
<br><br>$${\rm I} = \int\limits_0^2 {\left( {{{{{\sin }^2}x} \over {\left[ {{x \over \pi }} \right] + {1 \over 2}}} + {{{{\sin }^2}x} \over { - 1 - \left[ {{x \over \pi }} \right] + {1 \over 2}}}} \right)dx = 0} $$",mcq,jee-main-2019-online-11th-january-morning-slot
ZtWfcgjHBtokIgHrSu7d4,maths,definite-integration,properties-of-definite-integration,"The value of   $$\int\limits_{ - \pi /2}^{\pi /2} {{{dx} \over {\left[ x \right] + \left[ {\sin x} \right] + 4}}} ,$$  where [t] denotes the greatest integer less than or equal to t, is ","[{""identifier"": ""A"", ""content"": ""$${1 \\over {12}}\\left( {7\\pi  - 5} \\right)$$""}, {""identifier"": ""B"", ""content"": ""$${1 \\over {12}}\\left( {7\\pi  + 5} \\right)$$""}, {""identifier"": ""C"", ""content"": ""$${3 \\over {10}}\\left( {4\\pi  - 3} \\right)$$""}, {""identifier"": ""D"", ""content"": ""$${3 \\over {20}}\\left( {4\\pi  - 3} \\right)$$""}]","[""D""]",,"$${\rm I} = \int\limits_{{{ - \pi } \over 2}}^{{\pi  \over 2}} {{{dx} \over {\left[ x \right] + \left[ {\sin x} \right] + 4}}} $$
<br><br>$$ = \int\limits_{{{ - \pi } \over 2}}^{ - 1} {{{dx} \over { - 2 - 1 + 4}}}  + \int\limits_{ - 1}^0 {{{dx} \over { - 1 - 1 + 4}}} $$
<br><br>$$\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\, + \int\limits_0^1 {{{dx} \over {0 + 0 + 4}} + \int\limits_1^{{\pi  \over 2}} {{{dx} \over {1 + 0 + 4}}} } $$
<br><br>$$\int\limits_{{{ - \pi } \over 2}}^{ - 1} {{{dx} \over 1} + \int\limits_{ - 1}^0 {{{dx} \over 2}} }  + \int\limits_0^1 {{{dx} \over 4}}  + \int\limits_1^{{\pi  \over 2}} {{{dx} \over 5}} $$
<br><br>$$\left( { - 1 + {\pi  \over 2}} \right) + {1 \over 2}\left( {0 + 1} \right) + {1 \over 4} + {1 \over 5}\left( {{\pi  \over 2} - 1} \right)$$
<br><br>$$ - 1 + {1 \over 2} + {1 \over 4} - {1 \over 5} + {\pi  \over 2} + {\pi  \over {10}}$$
<br><br>$${{ - 20 + 10 + 5 - 4} \over {20}} + {{6\pi } \over {10}}$$
<br><br>$${{ - 9} \over {20}} + {{3\pi } \over 5}$$",mcq,jee-main-2019-online-10th-january-evening-slot
ZEOwvZM6M2qrjJ73t9XSz,maths,definite-integration,properties-of-definite-integration,"Let  $${\rm I} = \int\limits_a^b {\left( {{x^4} - 2{x^2}} \right)} dx.$$  If I is minimum then the ordered pair (a, b) is -","[{""identifier"": ""A"", ""content"": ""$$\\left( {\\sqrt 2 , - \\sqrt 2 } \\right)$$""}, {""identifier"": ""B"", ""content"": ""$$\\left( {0,\\sqrt 2 } \\right)$$""}, {""identifier"": ""C"", ""content"": ""$$\\left( { - \\sqrt 2 ,\\sqrt 2 } \\right)$$""}, {""identifier"": ""D"", ""content"": ""$$\\left( { - \\sqrt 2 ,0} \\right)$$""}]","[""C""]",,"Let f(x) = x<sup>2</sup><sup></sup>(x<sup>2</sup><sup></sup> $$-$$ 2)
<br><br><img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734266617/exam_images/eleslqkk6r7otnrfth9a.webp"" style=""max-width: 100%;  height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""JEE Main 2019 (Online) 10th January Morning Slot Mathematics - Definite Integration Question 226 English Explanation"">
<br>As long as f(x) lie below the x-axis, define integral will remain negative,
<br>so correct value of (a, b) is ($$-$$ $$\sqrt 2 $$, $$\sqrt 2 $$) for minimum of I",mcq,jee-main-2019-online-10th-january-morning-slot
vbOxkVhe5Ag4Et5ukbMbS,maths,definite-integration,properties-of-definite-integration,"If   $$\int\limits_0^{{\pi  \over 3}} {{{\tan \theta } \over {\sqrt {2k\,\sec \theta } }}} \,d\theta  = 1 - {1 \over {\sqrt 2 }},\left( {k &gt; 0} \right),$$ then value of k is : ","[{""identifier"": ""A"", ""content"": ""4""}, {""identifier"": ""B"", ""content"": ""$${1 \\over 2}$$""}, {""identifier"": ""C"", ""content"": ""1""}, {""identifier"": ""D"", ""content"": ""2""}]","[""D""]",,"$$\int\limits_0^{{\pi  \over 3}} {{{\tan \theta } \over {\sqrt {2k\,\sec \theta } }}} \,d\theta  = 1 - {1 \over {\sqrt 2 }},\left( {k &gt; 0} \right),$$ 
<br><br>$$ \Rightarrow \,\,\int\limits_0^{\pi /3} {{{\tan \theta } \over {\sqrt {2k\sec \theta } }}} \,d\theta  = 1 - {1 \over {\sqrt 2 }}\left( {k &gt; 0} \right)$$
<br><br>$$ \Rightarrow \,\,{1 \over {\sqrt {2k} }}\left( { - 2\sqrt {\cos \theta } } \right)_0^{\pi /3} = 1 - {1 \over {\sqrt 2 }}$$
<br><br>$$ \Rightarrow \,\,{1 \over {\sqrt {2k} }}\left( { - \sqrt 2  + 2} \right) = 1 - {1 \over {\sqrt 2 }}$$
<br><br>$$ \Rightarrow \,\,{{\sqrt 2 \left( {\sqrt 2  - 1} \right)} \over {\sqrt {2k} }} = {{\sqrt 2  - 1} \over {\sqrt 2 }}$$
<br><br>$$ \Rightarrow \,\,k = 2$$",mcq,jee-main-2019-online-9th-january-evening-slot
S2eHDIbrxUdmooH9dWT9i,maths,definite-integration,properties-of-definite-integration,"The value of $$\int\limits_0^\pi  {{{\left| {\cos x} \right|}^3}} \,dx$$ is : ","[{""identifier"": ""A"", ""content"": ""$$4 \\over 3$$""}, {""identifier"": ""B"", ""content"": ""$$-$$ $$4 \\over 3$$""}, {""identifier"": ""C"", ""content"": ""0""}, {""identifier"": ""D"", ""content"": ""$$2 \\over 3$$""}]","[""A""]",,"$$\int\limits_0^\pi  {{{\left| {\cos x} \right|}^3}} \,dx$$
<br><br>The period of $$\left| {\cos x} \right|$$ = $${\pi  \over 2}$$
<br><br>$$ \therefore $$&nbsp;&nbsp;I = 2 $$\int\limits_0^{{\pi  \over 2}} {{{\left| {\cos x} \right|}^3}} \,dx$$
<br><br>as in the range 0 to $${\pi  \over 2}$$   $$\left| {\cos x} \right|$$ is  positive. 
<br><br>So,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$$\left| {\cos x} \right|$$ = $$cosx$$
<br><br>$$ \therefore $$&nbsp;&nbsp;I = 2 $$\int\limits_0^{{\pi  \over 2}} {{{\cos }^3}x\,dx} $$
<br><br>= 2$$\int\limits_0^{{\pi  \over 2}} {\left( {{{\cos 3x + 3\cos x} \over 4}} \right)} dx$$
<br><br>I = $${1 \over 2}\left[ {{{\sin 3x} \over 3} + 3\sin x} \right]_0^{{\pi  \over 2}}$$
<br><br>I = $${1 \over 2}\left[ {{1 \over 3}\left( {{{3\pi } \over 2}} \right) + 3.\sin {\pi  \over 2}} \right]$$
<br><br>I = $${1 \over 2}\left[ { - {1 \over 3} + 3} \right]$$
<br><br>= $${1 \over 2}\left( {{8 \over 3}} \right)$$
<br><br>= $${4 \over 3}$$",mcq,jee-main-2019-online-9th-january-morning-slot
Bi9Bsa02Lq6vcZ6XI5adz,maths,definite-integration,properties-of-definite-integration,"The integral $$\int\limits_1^e {\left\{ {{{\left( {{x \over e}} \right)}^{2x}} - {{\left( {{e \over x}} \right)}^x}} \right\}} \,$$ log<sub>e</sub> x dx is equal to : ","[{""identifier"": ""A"", ""content"": ""$$ - {1 \\over 2} + {1 \\over e} - {1 \\over {2{e^2}}}$$""}, {""identifier"": ""B"", ""content"": ""$${3 \\over 2} - e - {1 \\over {2{e^2}}}$$""}, {""identifier"": ""C"", ""content"": ""$${1 \\over 2} - e - {1 \\over {{e^2}}}$$""}, {""identifier"": ""D"", ""content"": ""$${3 \\over 2} - {1 \\over e} - {1 \\over {2{x^2}}}$$ ""}]","[""B""]",,"$$\int\limits_1^e {\left\{ {{{\left( {{x \over e}} \right)}^{2x}} - {{\left( {{e \over x}} \right)}^x}} \right\}} \,$$
<br><br>Let&nbsp;&nbsp;$${\left( {{x \over e}} \right)^{2x}} = t,{\left( {{e \over x}} \right)^x} = v$$
<br><br>$$ = {1 \over 2}\int\limits_{{{\left( {{1 \over e}} \right)}^2}}^1 {dt + \int\limits_e^1 {dv} } $$
<br><br>$$ = {1 \over 2}\left( {1 - {1 \over {{e^2}}}} \right) + \left( {1 - e} \right) = {3 \over 2} - {1 \over {2{e^2}}} - e$$",mcq,jee-main-2019-online-12th-january-evening-slot
TnsaTvBW3XCkN3XElejgy2xukf3xytl4,maths,definite-integration,properties-of-definite-integration,"If the value of the integral 
<br/>$$\int\limits_0^{{1 \over 2}} {{{{x^2}} \over {{{\left( {1 - {x^2}} \right)}^{{3 \over 2}}}}}} dx$$ 
<br/><br/>is $${k \over 6}$$, then k is equal to :","[{""identifier"": ""A"", ""content"": ""$$2\\sqrt 3  + \\pi $$""}, {""identifier"": ""B"", ""content"": ""$$3\\sqrt 2  - \\pi $$""}, {""identifier"": ""C"", ""content"": ""$$3\\sqrt 2  + \\pi $$""}, {""identifier"": ""D"", ""content"": ""$$2\\sqrt 3  - \\pi $$""}]","[""D""]",,"$$I = \int\limits_0^{{1 \over 2}} {{{{x^2}} \over {{{(1 - {x^2})}^{{3 \over 2}}}}}} dx$$<br><br>Let $$x = \sin \theta $$<br><br>$$ \Rightarrow dx = \cos \theta d\theta $$<br><br>When x = 0 then sin$$\theta $$ = 0 $$ \Rightarrow $$ $$\theta $$ = 0<br><br>When $$x = {1 \over 2}$$ then $$\sin \theta  = {1 \over 2}$$ $$ \Rightarrow $$ $$\theta  = {\pi  \over 6}$$<br><br>$$ \therefore $$ $$I = \int\limits_0^{{\pi  \over 6}} {{{{{\sin }^2}\theta } \over {{{({{\cos }^2}\theta )}^{{3 \over 2}}}}}\cos \theta d\theta } $$<br><br>$$ = \int\limits_0^{{\pi  \over 6}} {{{{{\sin }^2}\theta } \over {{{\cos }^2}\theta }}d\theta } $$<br><br>$$ = \int\limits_0^{{\pi  \over 6}} {{{\tan }^2}d\theta }  = \int\limits_0^{{\pi  \over 6}} {({{\sec }^2}\theta  - 1)d\theta } $$<br><br>$$ = \left[ {\tan \theta  - \theta } \right]_0^{{\pi  \over 6}}$$<br><br>$$ = {1 \over {\sqrt 3 }} - {\pi  \over 6}$$<br><br>Given, $${k \over 6} = {1 \over {\sqrt 3 }} - {\pi  \over 6} = {{2\sqrt 3  - \pi } \over 6}$$<br><br>$$ \Rightarrow k = 2\sqrt 3  - \pi $$",mcq,jee-main-2020-online-3rd-september-evening-slot
U4z6G7UL3Nk0YHsoqLjgy2xukf40epci,maths,definite-integration,properties-of-definite-integration,"Suppose f(x) is a polynomial of degree four,
having critical points at –1, 0, 1. If 
<br/>T = {x $$ \in $$ R |
f(x) = f(0)}, then the sum of squares of all the
elements of T is :","[{""identifier"": ""A"", ""content"": ""6""}, {""identifier"": ""B"", ""content"": ""2""}, {""identifier"": ""C"", ""content"": ""8""}, {""identifier"": ""D"", ""content"": ""4""}]","[""D""]",,"Critical points = $$ - $$1, 0, 1.<br><br>$$ \therefore $$ f'(x) = a(x $$ - $$ 1)(x + 1)x<br><br>$$ \therefore $$ f(x) = a$$\left( {{{{x^4}} \over 4} - {{{x^2}} \over 2}} \right) + C$$<br><br>$$ \because $$ f(x) = f(0)<br><br>$$ - a\left( {{{{x^4}} \over 4} - {{{x^2}} \over 2}} \right) + C = C$$<br><br>$$a{{{x^2}} \over 4}\left( {{x^2} - 2} \right) = 0$$<br><br>$$ \therefore $$ x = 0, $$\sqrt 2 $$, $$ - \sqrt 2 $$<br><br>$$ \therefore $$ T = $$\left\{ {0,\sqrt 2 , - \sqrt 2 } \right\}$$<br><br>Sum of square of elements of $$T = {0^2} + {\left( {\sqrt 2 } \right)^2} + {\left( { - \sqrt 2 } \right)^2} = 4$$",mcq,jee-main-2020-online-3rd-september-evening-slot
nbq0G4yuH6pBXiIQ7yjgy2xukf7gl39c,maths,definite-integration,properties-of-definite-integration,"Let $$f(x) = \left| {x - 2} \right|$$ and g(x) = f(f(x)), $$x \in \left[ {0,4} \right]$$. Then <br/>$$\int\limits_0^3 {\left( {g(x) - f(x)} \right)} dx$$ is equal to:","[{""identifier"": ""A"", ""content"": ""1""}, {""identifier"": ""B"", ""content"": ""0""}, {""identifier"": ""C"", ""content"": ""$${1 \\over 2}$$""}, {""identifier"": ""D"", ""content"": ""$${3 \\over 2}$$""}]","[""A""]",,"$$f(x) = |x - 2|$$<br><br>$$ \therefore $$ $$f(f(x)) = \left| {|x - 2| - 2} \right| = g(x)$$<br><br>$$ \Rightarrow g(x) = \left| {|x - 2| - 2} \right| = \left\{ {\matrix{
   {|x - 4|} &amp; {if\,x \ge 2}  \cr 
   {| - x|} &amp; {if\,x &lt; 2}  \cr 

 } } \right.$$<br><br>$$ \therefore $$ $$\int\limits_0^3 {(g(x) - f(x))dx} $$<br><br>$$ = \int\limits_0^3 {g(x)dx}  - \int\limits_0^3 {f(x)dx} $$<br><br>$$ = \int\limits_0^2 {| - x|dx}  + \int\limits_2^3 { - (x - 4)dx}  - \int\limits_0^2 { - (x - 2)dx}  - \int\limits_2^3 {(x - 2)dx} $$<br><br>$$ = \int\limits_0^2 {x\,dx}  - \int\limits_2^3 {(x - 4)dx}  + \int\limits_0^2 {(x - 2)dx}  - \int\limits_2^3 {(x - 2)dx} $$<br><br>$$ = \left[ {{{{x^2}} \over 2}} \right]_0^2 - \left[ {{{{x^2}} \over 2} - 4x} \right]_2^3 + \left[ {{{{x^2}} \over 2} - 2x} \right]_0^2 - \left[ {{{{x^2}} \over 2} - 2x} \right]_2^3$$<br><br>$$ = 2 - \left\{ {{9 \over 2} - 12 - 2 + 8} \right\} + \{ 2 - 4\}  - \left\{ {{9 \over 2} - 6 - 2 + 4} \right\}$$<br><br>$$ = 2 - \left\{ {{9 \over 2} - 6} \right\} - 2 - \left\{ {{9 \over 2} - 4} \right\}$$<br><br>$$ = 10 - {9 \over 2} - {9 \over 2} = {{20 - 9 - 9} \over 2} = {2 \over 2} = 1$$",mcq,jee-main-2020-online-4th-september-morning-slot
fCbDUKnetkr7Rql8k5jgy2xukfajri80,maths,definite-integration,properties-of-definite-integration,"The integral <br/>$$\int\limits_{{\pi  \over 6}}^{{\pi  \over 3}} {{{\tan }^3}x.{{\sin }^2}3x\left( {2{{\sec }^2}x.{{\sin }^2}3x + 3\tan x.\sin 6x} \right)dx} $$
<br/>is equal to:","[{""identifier"": ""A"", ""content"": ""$$ - {1 \\over {9}}$$""}, {""identifier"": ""B"", ""content"": ""$$ - {1 \\over {18}}$$""}, {""identifier"": ""C"", ""content"": ""$$ {7 \\over {18}}$$""}, {""identifier"": ""D"", ""content"": ""$${9 \\over 2}$$""}]","[""B""]",,"Given,
<br><br>I = $$\int\limits_{{\pi  \over 6}}^{{\pi  \over 3}} {{{\tan }^3}x.{{\sin }^2}3x\left( {2{{\sec }^2}x.{{\sin }^2}3x + 3\tan x.\sin 6x} \right)dx} $$
<br><br>$$I = \int\limits_{\pi /6}^{\pi /3} ({2.{{\tan }^3}} x{\sec ^2}x{\sin ^4}3x + 3{\tan ^4}x{\sin ^2}3x.\,2\sin 3xcos\,3x\,)dx$$<br><br>$$ = {1 \over 2}\int\limits_{\pi /6}^{\pi /3} ({4{{\tan }^3}} x{\sec ^2}x{\sin ^4}3x + 3.4{\tan ^4}x{\sin ^3}3xcos\,3x\,)dx$$<br><br>$$ = {1 \over 2}\int\limits_{\pi /6}^{\pi /3} {{d \over {dx}}\left( {{{\tan }^4}x{{\sin }^4}3x} \right)} dx$$<br><br>$$ = {1 \over 2}\left[ {{{\tan }^4}x{{\sin }^4}3x} \right]_{\pi /6}^{\pi /3}$$<br><br>$$ = {1 \over 2}\left[ {9.(0) - {1 \over 3}.{1 \over 3}(1)} \right] =  - {1 \over {18}}$$",mcq,jee-main-2020-online-4th-september-evening-slot
P3rIEyoJ27C0Cw6PThjgy2xukfaktyu2,maths,definite-integration,properties-of-definite-integration,"Let {x} and [x] denote the fractional part of x and <br/>the greatest integer $$ \le $$ x respectively of a real<br/> number x. If $$\int_0^n {\left\{ x \right\}dx} ,\int_0^n {\left[ x \right]dx} $$ and 10(n<sup>2</sup> – n), <br/>$$\left( {n \in N,n &gt; 1} \right)$$  are three consecutive terms of a G.P., then n is equal to_____.",[],,21,"$$\int\limits_0^n {\left\{ x \right\}} dx = n\int\limits_0^1 x dx = n\left( {{{{x^2}} \over 2}} \right)_0^1 = {n \over 2}$$
<br><br>[As period of {x} = 1]
<br><br>$$\int\limits_0^n {\left[ x \right]} dx = \int\limits_0^1 0 dx + \int\limits_1^2 1 dx + ... + \int\limits_{n - 1}^n {\left( {n - 1} \right)} dx$$
<br><br>= 1 + 2 + 3 + ....+ (n - 1)
<br><br>= $${{n\left( {n - 1} \right)} \over 2}$$
<br><br>As $${n \over 2}$$, $${{n\left( {n - 1} \right)} \over 2}$$, 10(n<sup>2</sup> – n) are in GP.
<br><br>$$ \therefore $$ $${\left[ {{{n\left( {n - 1} \right)} \over 2}} \right]^2} = {n \over 2} \times 10\left( {{n^2} - n} \right)$$
<br><br>$$ \Rightarrow $$ n<sup>2</sup>
 = 21n
<br><br>$$ \Rightarrow $$ n = 21",integer,jee-main-2020-online-4th-september-evening-slot
QwXQqjMdV5LMiJiAdJ7k9k2k5hikkq5,maths,definite-integration,properties-of-definite-integration,"If $$I = \int\limits_1^2 {{{dx} \over {\sqrt {2{x^3} - 9{x^2} + 12x + 4} }}} $$, then :","[{""identifier"": ""A"", ""content"": ""$${1 \\over 16} &lt; {I^2} &lt; {1 \\over 9}$$""}, {""identifier"": ""B"", ""content"": ""$${1 \\over 8} &lt; {I^2} &lt; {1 \\over 4}$$""}, {""identifier"": ""C"", ""content"": ""$${1 \\over 9} &lt; {I^2} &lt; {1 \\over 8}$$""}, {""identifier"": ""D"", ""content"": ""$${1 \\over 6} &lt; {I^2} &lt; {1 \\over 2}$$""}]","[""C""]",,"Let f(x) = $${1 \over {\sqrt {2{x^3} - 9{x^2} + 12x + 4} }}$$
<br><br>f'(x) = $$ - {1 \over 2}{{ - 6{x^2} - 18x + 12} \over {2{{\left( {2{x^3} - 9{x^2} + 12x + 4} \right)}^{3/2}}}}$$
<br><br>= $${{ - 6\left( {x - 1} \right)\left( {x - 2} \right)} \over {2{{\left( {2{x^3} - 9{x^2} + 12x + 4} \right)}^{3/2}}}}$$
<br><br><img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734264874/exam_images/hg1nq2ikleda4xwios7x.webp"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""JEE Main 2020 (Online) 8th January Evening Slot Mathematics - Definite Integration Question 204 English Explanation"">
<br><br>f<sub>max</sub> = f(1)
<br><br>f<sub>min</sub> = f(2)
<br><br>f(1) = $${1 \over {\sqrt {2 - 9 + 12 + 4} }}$$ = $${1 \over {\sqrt 9 }}$$ = $${1 \over 3}$$
<br><br>f(2) = $${1 \over {\sqrt {16 - 36 + 24 + 4} }}$$ = $${1 \over {\sqrt 8 }}$$
<br><br>$$ \therefore $$ $${1 \over 3} &lt; {I} &lt;$$ $${1 \over {\sqrt 8 }}$$
<br><br>So $${1 \over 9} &lt; {I^2} &lt; {1 \over 8}$$",mcq,jee-main-2020-online-8th-january-evening-slot
